P127	11079468	0.173913	0.0965019	0.0484271	0.299447
P129	11081201	0.0543478	0.216415	0.0164035	1.12035
P130	11081655	0.0869565	0.199052	0.0144139	1.14018
P131	11081762	0.23913	0.0297754	0.0138871	0.331248
P132	11083095	0.206522	0.107863	0.00241425	1.65009
P133	11083259	0.23913	0.0826114	0.00989233	0.921741
P134	11083308	0.23913	0.0826114	0.00989233	0.921741
P135	11083534	0.0978261	0.0937842	0.0176201	0.726121
P136	11083972	0.858696	0.0236658	0.0668463	-0.450956
P137	11083994	0.141304	0.0668463	0.0236658	0.450956
P140	11085608	0.141304	0.0668463	0.0236658	0.450956
P146	11092540	0.0869565	0.197202	0.0239972	0.91475
P147	11092880	0.108696	0.122982	0.0242803	0.704588
P148	11095922	0.0652174	0.370977	0.0212177	1.24265
P150	11096755	0.0543478	0.380848	0.0191781	1.29795
P151	11096786	0.076087	0.125343	0.0169102	0.869953
P152	11097142	0.0869565	0.126893	0.00577765	1.34169
P153	11097392	0.0869565	0.127048	0.00568395	1.34932
P154	11097777	0.413043	0.107588	0.0959165	0.0498697
P156	11100784	0.576087	0.129155	0.146518	-0.0547796
P158	11106913	0.130435	0.274412	0.0937856	0.466266
P159	11107062	0.163043	0.213066	0.14682	0.161729
P160	11107245	0.152174	0.20975	0.11014	0.279758
P161	11110511	0.076087	0.241899	0.122233	0.296445
P165	11115931	0.0869565	0.171436	0.141984	0.081863
P166	11126753	0.619565	0.170855	0.111283	0.186198
P171	11135890	0.076087	0.191024	0.091135	0.321403
P172	11142670	0.271739	0.218538	0.0387456	0.751305
P173	11142676	0.271739	0.218538	0.0387456	0.751305
P177	11148043	0.23913	0.142547	0.0530909	0.428937
P179	11151452	0.847826	0.049362	0.0842792	-0.232328
P182	11158962	0.0652174	0.0552919	0.0493147	0.0496846
P183	11160765	0.0543478	0.0749367	0.0485125	0.188841
P186	11162856	0.369565	0.105444	0.0496291	0.327287
P188	11165272	0.315217	0.129889	0.0328729	0.596735
P189	11165500	0.684783	0.0328729	0.129889	-0.596735
P191	11169962	0.141304	0.107815	0.0159721	0.829315
P192	11169965	0.0543478	0.376682	0.00380036	1.99615
P193	11170040	0.119565	0.00125906	0.0108726	-0.936284
P197	11176276	0.0652174	0.218239	0.00464917	1.67156
P198	11177830	0.119565	0.118537	0.0108954	1.03661
P200	11182136	0.130435	0.114379	0.0148533	0.886523
P201	11183443	0.119565	0.241504	0.0147059	1.21543
P202	11183616	0.0652174	0.0428015	0.0200858	0.328569
P206	11190388	0.0543478	0.376682	0.0206196	1.26169
P211	11197075	0.0652174	0.0169306	0.0203662	-0.0802378
P212	11198440	0.0543478	0.153461	0.0182641	0.9244
P220	11209311	0.108696	0.0320979	0.0188635	0.230855
P221	11209361	0.0652174	0.239625	0.0172054	1.14387
P223	11210303	0.0652174	0.100559	0.0179526	0.748296
P224	11211196	0.0978261	0.0379681	0.0207708	0.261967
P225	11213936	0.282609	0.118278	0.0339171	0.542487
P228	11214530	0.0543478	0.0894009	0.0309241	0.461045
P236	11226507	0.195652	0.0309987	0.0752298	-0.385047
P237	11227336	0.141304	0.0970123	0.0700203	0.141603
P239	11229267	0.076087	0.100306	0.0608616	0.216982
P240	11229946	0.923913	0.0608616	0.100306	-0.216982
P243	11232685	0.858696	0.0703104	0.0970123	-0.139807
P244	11232737	0.141304	0.0970123	0.0703104	0.139807
P245	11233071	0.141304	0.0970123	0.0703104	0.139807
P246	11233606	0.130435	0.0654735	0.0683297	-0.0185437
P247	11234838	0.119565	0.117776	0.0827402	0.153341
P254	11247351	0.076087	0.248364	0.064999	0.582182
P255	11247693	0.195652	0.0608083	0.0529475	0.060118
P256	11247813	0.923913	0.03763	0.131295	-0.542712
P257	11252094	0.195652	0.00939277	0.0529475	-0.751051
P259	11254336	0.0543478	0.163862	0.032727	0.699572
P262	11255523	0.347826	0.213047	0.0039276	1.73435
P263	11256748	0.73913	0.00362221	0.113165	-1.49474
P267	11258601	0.0978261	0.164295	0.00310002	1.72426
P268	11258652	0.358696	0.187318	0.00556316	1.52726
P269	11258658	0.119565	0.067808	0.0464628	0.164175
P271	11260635	0.108696	0.135424	0.0560597	0.383045
P274	11264444	0.0869565	0.103101	0.0600147	0.235003
P281	11269525	0.119565	0.141989	0.0566136	0.399333
P284	11273813	0.0543478	0.0586713	0.0481055	0.0862307
P286	11279449	0.304348	0.100953	0.0325023	0.492206
P291	11287976	0.945652	0.00418853	0.0877244	-1.32106
P293	11293451	0.695652	0.0390645	0.0971424	-0.395627
P295	11293791	0.304348	0.0971424	0.0390645	0.395627
P298	11296420	0.152174	0.0947392	0.0610542	0.190814
P299	11297749	0.0543478	0.154726	0.062787	0.391692
P302	11299074	0.0652174	0.0618688	0.0680775	-0.041532
P304	11302876	0.076087	0.230029	0.0663967	0.539635
P306	11308176	0.184783	0.0271285	0.0759292	-0.446983
P313	11324575	0.184783	0.0274401	0.0720677	-0.419355
P328	11349196	0.804348	0.0724903	0.0245342	0.470508
P333	11354127	0.173913	0.0277014	0.0688002	-0.395088
P343	11366800	0.434783	0.17809	0.0130446	1.13521
P346	11371482	0.304348	0.0808223	0.00188103	1.63313
P351	11380529	0.184783	0.0247527	0.00142065	1.24114
P357	11393672	0.771739	0.00158628	0.0149702	-0.974848
P365	11405246	0.771739	0.00158628	0.0149702	-0.974848
P366	11405277	0.184783	0.0247527	0.00127561	1.28791
P368	11408216	0.195652	0.0220462	0.00130803	1.22671
P370	11409531	0.217391	0.0159848	0.00148036	1.03334
P371	11410094	0.771739	0.00158628	0.0144758	-0.960263
P374	11412743	0.434783	0.17809	0.000200111	2.94937
P386	11424461	0.206522	0.0173515	0.0401489	-0.364337
P388	11425110	0.195652	0.0217943	0.0169918	0.108104
P396	11433497	0.217391	0.0156152	0.0412756	-0.422145
P398	11434041	0.771739	0.0424495	0.014132	0.47767
P400	11438357	0.0652174	1.12194	0.0114407	1.99152
P401	11439107	0.173913	0.00587523	0.0149337	-0.405142
P403	11441993	0.804348	0.0169937	0.0053079	0.505365
P404	11442583	0.195652	0.0053079	0.0169937	-0.505365
P405	11445098	0.782609	0.041279	0.00428107	0.984177
P407	11446507	0.206522	0.00475436	0.0401512	-0.926606
P411	11448334	0.195652	0.0053079	0.016995	-0.505398
P417	11451445	0.782609	0.041279	0.00430362	0.981895
P418	11451984	0.217391	0.00430362	0.041279	-0.981895
P422	11456373	0.771739	0.0424495	0.0039349	1.03294
P425	11458811	0.782609	0.0416815	0.00433441	0.983013
P426	11459559	0.184783	0.00593147	0.0159555	-0.429748
P428	11460285	0.782609	0.0416815	0.00442307	0.974219
P429	11462277	0.195652	0.00543764	0.0182831	-0.52664
P431	11466089	0.195652	0.00543764	0.0182831	-0.52664
P437	11480561	0.195652	0.00543764	0.0182831	-0.52664
P444	11495419	0.173913	0.00653012	0.0169175	-0.413416
P448	11503735	0.076087	0.540368	0.0156311	1.5387
P452	11508494	0.402174	0.0132802	0.109425	-0.915914
P453	11509634	0.532609	0.158393	0.0102809	1.18771
P456	11510487	0.163043	0.0457806	0.0260858	0.244277
P457	11510597	0.23913	0.104922	0.0449735	0.367909
P458	11512429	0.23913	0.102457	0.0461343	0.346517
P459	11513367	0.173913	0.0444081	0.0804399	-0.25801
P461	11522054	0.163043	0.046112	0.0848216	-0.264693
P464	11522644	0.141304	0.264626	0.0765482	0.538698
P465	11523135	0.163043	0.100928	0.115202	-0.0574514
P469	11526479	0.858696	0.0800126	0.111506	-0.144139
P472	11529067	0.173913	0.0961003	0.0806741	0.0759908
P476	11532411	0.0543478	0.650871	0.0644539	1.00425
P477	11533711	0.173913	0.0961003	0.0797573	0.0809541
P480	11534720	0.0543478	0.650871	0.0705613	0.964928
P482	11537452	0.521739	0.18223	0.157172	0.0642456
P484	11538351	0.0652174	0.137875	0.11853	0.0656572
P485	11538714	0.934783	0.11853	0.137875	-0.0656572
P489	11548589	0.195652	0.152304	0.126746	0.0797761
P494	11557800	0.608696	0.10067	0.155015	-0.187473
P527	11584197	0.358696	0.166619	0.0754801	0.343891
P548	11604922	0.0543478	0.600883	0.0113216	1.72488
P549	11605698	0.0543478	0.600883	0.0113216	1.72488
P551	11606775	0.945652	0.0113216	0.600883	-1.72488
P554	11610530	0.0543478	0.600883	0.0113216	1.72488
P555	11612537	0.608696	0.00402947	0.166865	-1.61712
P556	11612810	0.0543478	0.600883	0.00335637	2.25292
P557	11613067	0.945652	0.00335637	0.600883	-2.25292
P558	11613977	0.945652	0.00335637	0.600883	-2.25292
P563	11617357	0.0652174	0.245709	0.0183284	1.1273
P564	11617423	0.391304	0.135051	0.0378744	0.552152
P604	11651307	0.380435	0.0587385	0.059032	-0.00216451
P609	11660000	0.0869565	0.14981	0.0451981	0.52042
P617	11672494	0.0543478	0.819582	0.0282112	1.46317
P625	11683324	0.445652	0.0660909	0.0504756	0.11706
P626	11683423	0.445652	0.0660909	0.0504756	0.11706
P627	11683898	0.445652	0.0660909	0.0504756	0.11706
P628	11686252	0.0652174	0.0328716	0.00410288	0.903732
P629	11687506	0.478261	0.0696636	0.0500328	0.143751
P632	11689210	0.076087	0.172949	0.00576444	1.47716
P634	11690392	0.0543478	0.0333311	0.00576252	0.762237
P635	11690990	0.0543478	0.0333311	0.00576252	0.762237
P636	11691250	0.076087	0.0614315	0.0147265	0.62029
P637	11692664	0.380435	0.0616914	0.0441207	0.145582
P641	11694782	0.130435	0.050298	0.0455901	0.0426806
P656	11706326	0.076087	0.313945	0.0471327	0.823531
P667	11720299	0.195652	0.236614	0.0550168	0.633545
P668	11728854	0.076087	0.313945	0.0449056	0.844552
P669	11736305	0.706522	0.0660795	0.184088	-0.444958
P670	11738378	0.945652	0.0206226	0.146916	-0.852726
P673	11741157	0.336957	0.250877	0.06794	0.567335
P674	11741390	0.0652174	0.16261	0.0262429	0.792136
P679	11747063	0.119565	0.289034	0.033514	0.935722
P680	11748406	0.391304	0.219702	0.196447	0.0485887
P686	11757009	0.0543478	0.222204	0.20046	0.044725
P695	11770685	0.163043	0.372349	0.214258	0.240012
P696	11774324	0.445652	0.404357	0.265499	0.182703
P703	11785784	0.0543478	0.595676	0.17346	0.535811
P709	11793393	0.141304	0.201536	0.186803	0.032968
P718	11797240	0.51087	0.259066	0.240625	0.0320685
P735	11820910	0.130435	0.148155	0.11323	0.116758
P737	11824869	0.076087	0.348862	0.103105	0.529373
P738	11825201	0.076087	0.348862	0.103105	0.529373
P739	11827277	0.445652	0.143713	0.0581423	0.393005
P740	11828569	0.717391	0.0137608	0.070122	-0.707212
P742	11830081	0.358696	0.00632443	0.0157429	-0.396063
P745	11835025	0.467391	0.00523754	0.0918068	-1.24375
P748	11835859	0.141304	0.317056	0.00606628	1.71821
P749	11839076	0.326087	0.0055737	0.009498	-0.231489
P756	11845115	0.0543478	0.0745441	0.00397089	1.27353
P757	11846149	0.130435	0.267257	0.00304567	1.94325
P763	11848472	0.467391	0.0490991	0.0032518	1.17895
P764	11848984	0.163043	0.0756589	0.00081747	1.96639
P767	11850260	0.184783	0.0754891	0.00197276	1.58281
P768	11851725	0.141304	0.20545	0.00238844	1.93459
P771	11854851	0.076087	0.156474	0.0437036	0.553924
P773	11854926	0.130435	0.267257	0.0501968	0.726254
P776	11855513	0.184783	0.0327434	0.0748805	-0.359245
P785	11866591	0.141304	0.0906674	0.0739215	0.0886804
P787	11868784	0.152174	0.0873837	0.0754938	0.0635195
P792	11879460	0.141304	0.0958332	0.0745275	0.109199
P809	11899088	0.782609	0.0765673	0.0575145	0.124266
P812	11915284	0.391304	0.140782	0.0290176	0.685885
P816	11922855	0.206522	0.0879442	0.0164981	0.726773
P817	11922987	0.195652	0.0961632	0.0161772	0.774106
P818	11923418	0.347826	0.168333	0.0247674	0.83229
P820	11930400	0.0543478	0.113104	0.0506003	0.349325
P825	11940787	0.923913	0.0542256	0.0305288	0.249495
P826	11947400	0.717391	0.108234	0.0525451	0.313834
P828	11951450	0.228261	0.0757193	0.104965	-0.141836
P836	11973604	0.163043	0.268095	0.0985189	0.434769
P837	11974915	0.173913	0.267994	0.100077	0.427791
P840	11978499	0.0652174	0.140334	0.0562921	0.396715
P843	11979525	0.467391	0.0647371	0.225809	-0.542589
P847	11984618	0.0543478	0.203912	0.148651	0.137276
P848	11984624	0.130435	0.250284	0.172798	0.160894
P849	11985544	0.934783	0.150714	0.327473	-0.337023
P850	11986321	0.0543478	0.203912	0.177329	0.0606644
P851	11986322	0.0543478	0.203912	0.177329	0.0606644
P854	11987497	0.0543478	0.203912	0.177329	0.0606644
P858	11989664	0.206522	0.124838	0.242568	-0.288487
P860	11991192	0.152174	0.227351	0.238283	-0.0203958
P863	12000052	0.173913	0.274327	0.262566	0.0190305
P865	12005646	0.0543478	0.342879	0.197013	0.240648
P866	12005719	0.152174	0.326425	0.181376	0.255205
P875	12017371	0.108696	0.25727	0.0527394	0.688254
P876	12017824	0.076087	0.192679	0.0437275	0.644079
P881	12027983	0.141304	0.306142	0.0507808	0.780223
P887	12034155	0.119565	0.0971693	0.0199866	0.68679
P888	12034322	0.108696	0.0561401	0.0193039	0.463628
P892	12037968	0.717391	0.0176316	0.0517107	-0.467289
P893	12039678	0.23913	0.0449917	0.0117143	0.584417
P895	12039694	0.23913	0.0221711	0.0276855	-0.0964652
P896	12040326	0.0869565	0.0628508	0.0211922	0.472134
P897	12040774	0.0543478	0.0561197	0.0245667	0.358768
P915	12044381	0.108696	0.0583381	0.0300644	0.2879
P931	12050051	0.108696	0.385605	0.0367592	1.02078
P960	12075910	0.0652174	0.0268029	0.0341612	-0.105352
P961	12075936	0.0652174	0.0268029	0.0341612	-0.105352
P962	12076077	0.217391	0.0397017	0.0379856	0.0191894
P964	12078496	0.684783	0.0390985	0.0241389	0.209441
P967	12083017	0.173913	0.105764	0.0221999	0.677988
P968	12083477	0.282609	0.0287935	0.0302871	-0.0219632
P969	12083514	0.173913	0.105764	0.0111869	0.975629
P974	12094418	0.0543478	0.0331827	0.00885098	0.57392
P980	12102830	0.380435	0.0658738	0.0112099	0.769111
P986	12106199	0.0869565	0.0989344	0.0077099	1.1083
P991	12112296	0.228261	0.0439504	0.0286148	0.186373
P995	12117609	0.206522	0.0643469	0.0270822	0.375844
P998	12119577	0.228261	0.049249	0.0286148	0.235807
P1002	12122910	0.217391	0.0646413	0.0286347	0.353617
P1003	12123584	0.173913	0.0826689	0.0393388	0.322522
P1004	12129743	0.0543478	0.477972	0.0345807	1.14057
P1005	12131309	0.108696	0.0567581	0.031192	0.259984
P1007	12134259	0.0652174	0.220145	0.0280547	0.894702
P1008	12134810	0.73913	0.0297512	0.0221667	0.127803
P1009	12134872	0.173913	0.101979	0.0237958	0.632013
P1012	12139070	0.173913	0.101979	0.0237958	0.632013
P1014	12142379	0.173913	0.101979	0.0237958	0.632013
P1015	12143324	0.173913	0.101979	0.0237958	0.632013
P1016	12143402	0.173913	0.0604124	0.00324675	1.26968
P1017	12143698	0.184783	0.092407	0.0092329	1.00037
P1018	12144407	0.076087	0.0678827	0.0101173	0.826693
P1022	12148701	0.0543478	0.477972	0.00991025	1.68332
P1023	12149069	0.0978261	0.0414019	0.0107906	0.583974
P1024	12150011	0.076087	0.0678827	0.0104398	0.813068
P1025	12150367	0.434783	0.0662212	0.0120301	0.740728
P1026	12153444	0.630435	0.0331432	0.00751602	0.644407
P1027	12153700	0.076087	0.0678827	0.00495877	1.13638
P1028	12154933	0.076087	0.0678827	0.00495877	1.13638
P1029	12156050	0.271739	0.0164951	0.0226333	-0.137394
P1035	12159408	0.880435	0.0208049	0.00485984	0.631545
P1038	12163225	0.163043	0.0331045	0.0238965	0.141554
P1041	12167384	0.163043	0.0331045	0.0238965	0.141554
P1043	12169876	0.076087	0.0678827	0.0179391	0.577958
P1046	12174376	0.076087	0.0678827	0.0179391	0.577958
P1048	12177316	0.163043	0.0331045	0.0235684	0.147558
P1052	12181388	0.228261	0.0109198	0.0276883	-0.404083
P1053	12181503	0.228261	0.0109198	0.0276883	-0.404083
P1054	12182171	0.076087	0.0678827	0.0229014	0.471897
P1059	12186655	0.076087	0.0284606	0.0231011	0.0906126
P1061	12192295	0.0978261	0.0224461	0.023029	-0.011134
P1064	12193065	0.315217	0.0420931	0.0141306	0.47405
P1065	12193161	0.076087	0.0382026	0.0151943	0.400414
P1067	12193426	0.163043	0.0546777	0.0215235	0.404898
P1070	12195376	0.173913	0.0460888	0.0220945	0.319312
P1072	12196768	0.836957	0.021576	0.0546777	-0.403839
P1073	12199029	0.184783	0.047413	0.0226339	0.321137
P1074	12199084	0.184783	0.047413	0.0226339	0.321137
P1075	12199218	0.815217	0.0226339	0.047413	-0.321137
P1085	12207743	0.141304	0.0841493	0.0239552	0.545651
P1089	12211273	0.771739	0.0249411	0.0215839	0.0627858
P1092	12214108	0.326087	0.0898673	0.0171628	0.719013
P1093	12215603	0.173913	0.0925804	0.00639349	1.16078
P1098	12220993	0.326087	0.00497785	0.00620078	-0.0954048
P1101	12222279	0.195652	0.0667023	0.00297015	1.35136
P1102	12222531	0.402174	0.0616112	0.000685866	1.95342
P1110	12227797	0.163043	0.0988641	0.00873176	1.05394
P1114	12231009	0.163043	0.0746098	0.0107196	0.842618
P1118	12242054	0.173913	0.103802	0.03819	0.434255
P1119	12242056	0.271739	0.0568872	0.0584785	-0.0119811
P1125	12248589	0.26087	0.0649507	0.0583138	0.0468122
P1127	12263852	0.108696	0.0643638	0.0455795	0.149872
P1129	12265210	0.163043	0.0596123	0.0376779	0.19925
P1131	12267700	0.23913	0.0598129	0.00322788	1.26788
P1137	12274861	0.195652	0.00688261	0.0031154	0.34424
P1138	12278234	0.456522	0.00169725	0.0415349	-1.38867
P1139	12280509	0.119565	0.0740873	0.00451077	1.21549
P1140	12282667	0.195652	0.00674967	0.0142865	-0.325642
P1141	12283500	0.0978261	0.0291527	0.0138857	0.32211
P1144	12285268	0.271739	0.10106	0.0199765	0.704059
P1148	12288075	0.543478	0.0369838	0.0242705	0.182933
P1149	12289332	0.130435	0.0960736	0.0117826	0.911364
P1150	12291019	0.380435	0.0569606	0.0316543	0.255143
P1151	12291656	0.119565	0.0529212	0.0233361	0.355602
P1154	12296638	0.608696	0.0330088	0.0440271	-0.12509
P1155	12296639	0.26087	0.107591	0.0190518	0.751839
P1156	12298013	0.869565	0.0202848	0.0379478	-0.272016
P1157	12298289	0.076087	0.0892184	0.00508035	1.24456
P1159	12299459	0.130435	0.0379478	0.00574447	0.819937
P1161	12303325	0.173913	0.00030508	0.00692543	-1.35603
P1163	12303589	0.0869565	0.0377373	0.0058237	0.811571
P1166	12305023	0.913043	0.0058237	0.0377373	-0.811571
P1167	12305222	0.913043	0.0058237	0.0377373	-0.811571
P1168	12305319	0.076087	0.0892184	0.00579029	1.18775
P1174	12309947	0.076087	0.0892184	0.00579029	1.18775
P1176	12311278	0.913043	0.00590196	0.0669823	-1.05496
P1179	12311523	0.0869565	0.0669823	0.00590196	1.05496
P1180	12312061	0.076087	0.0892184	0.00586702	1.18204
P1181	12312436	0.108696	0.0186085	0.00678029	0.438463
P1186	12314488	0.0652174	0.0877639	0.00649704	1.1306
P1187	12315591	0.467391	0.0455941	0.00715727	0.804161
P1193	12320403	0.076087	0.0892184	0.000961012	1.96773
P1195	12321069	0.554348	0.0324776	0.00877015	0.568578
P1198	12322198	0.076087	0.0892184	0.00210836	1.62651
P1202	12326421	0.0652174	0.0877639	0.0021032	1.62044
P1203	12327199	0.478261	0.00177855	0.0298877	-1.22543
P1205	12328463	0.076087	0.0892184	0.000643291	2.14205
P1208	12331260	0.108696	0.000264499	0.000692105	-0.417749
P1214	12333889	0.0652174	0.0877639	0.000676446	2.11308
P1217	12334868	0.0652174	0.0877639	0.000676446	2.11308
P1222	12338624	0.0869565	0.0696908	0.000670582	2.01672
P1224	12340177	0.130435	0.000366957	0.000688022	-0.272988
P1228	12342614	0.902174	0.000615207	0.00964756	-1.1954
P1229	12342726	0.467391	0.0386647	0.0033888	1.05727
P1231	12344697	0.163043	0.00953505	0.00476257	0.301482
P1232	12346638	0.271739	0.0820221	0.00564055	1.16261
P1234	12347917	0.108696	0.0953969	0.00403701	1.37347
P1237	12349475	0.434783	0.0399699	0.00396747	1.00322
P1252	12361873	0.336957	0.0288074	0.00314308	0.962149
P1253	12362506	0.130435	0.0531021	0.000879205	1.78102
P1254	12362776	0.282609	0.0714242	0.000351181	2.30831
P1255	12363417	0.076087	0.253367	0.00017289	3.16598
P1256	12363527	0.0652174	0.339554	0.000173219	3.29231
P1257	12363681	0.282609	0.0624142	0.000332412	2.27361
P1258	12364470	0.336957	0.0288074	0.000588054	1.69009
P1260	12364515	0.336957	0.0288074	0.000588054	1.69009
P1263	12365264	0.619565	0.0269339	0.0101181	0.425202
P1266	12369214	0.0978261	0.142364	0.0186874	0.881851
P1269	12373828	0.891304	0.0193845	0.0237795	-0.0887479
P1273	12378696	0.076087	0.0471798	0.0156469	0.479327
P1279	12384394	0.076087	0.0538891	0.0156005	0.538362
P1282	12384547	0.923913	0.0156005	0.0538891	-0.538362
P1285	12384815	0.923913	0.0156005	0.0538891	-0.538362
P1287	12386337	0.923913	0.0156005	0.0538891	-0.538362
P1288	12387260	0.076087	0.0538891	0.0156005	0.538362
P1290	12387305	0.597826	0.055968	0.0299565	0.271449
P1291	12388519	0.902174	0.0383767	0.0427903	-0.0472775
P1301	12400013	0.0652174	0.19934	0.0418857	0.677528
P1303	12404849	0.467391	0.101402	0.0687248	0.168935
P1311	12410454	0.369565	0.12597	0.0443095	0.453768
P1313	12411563	0.076087	0.129721	0.00759496	1.23249
P1315	12411666	0.380435	0.123141	0.0752358	0.213977
P1320	12416858	0.173913	0.172175	0.0734338	0.370073
P1322	12418532	0.173913	0.172175	0.0734338	0.370073
P1335	12431375	0.076087	0.155828	0.0670126	0.366491
P1340	12433491	0.945652	0.067459	0.0558747	0.0818247
P1341	12433534	0.945652	0.067459	0.0558747	0.0818247
P1342	12434250	0.728261	0.0675163	0.0679389	-0.00270972
P1343	12434358	0.945652	0.0435823	0.0558747	-0.107906
P1351	12442189	0.0543478	0.143427	0.0108265	1.12215
P1356	12447033	0.23913	0.086211	0.0534955	0.207245
P1365	12451543	0.23913	0.086211	0.0534955	0.207245
P1378	12456170	0.945652	0.0199035	0.018756	0.0257896
P1393	12470912	0.282609	0.0687	0.024859	0.441473
P1437	12499676	0.173913	0.0575315	0.0174106	0.519092
P1456	12509020	0.0652174	0.0209056	0.0170855	0.0876363
P1458	12510536	0.934783	0.0170855	0.0209056	-0.0876363
P1460	12511621	0.934783	0.0170855	0.0209056	-0.0876363
P1461	12511957	0.934783	0.0170855	0.0209056	-0.0876363
P1462	12512018	0.923913	0.0173458	0.0149426	0.0647676
P1465	12513034	0.934783	0.0169723	0.0209056	-0.0905223
P1467	12514412	0.913043	0.0183397	0.0174721	0.0210464
P1470	12516351	0.0652174	0.229943	0.0170327	1.13034
P1477	12519845	0.076087	0.115136	0.0197638	0.765343
P1486	12523416	0.347826	0.0316751	0.0231723	0.135749
P1487	12525413	0.282609	0.0206681	0.0166071	0.0950068
P1488	12527254	0.23913	0.027795	0.00788436	0.5472
P1491	12530012	0.0543478	0.0692057	0.00643597	1.03153
P1495	12532533	0.141304	0.0629201	0.00936657	0.827209
P1499	12540647	0.315217	0.0334412	0.0118445	0.450765
P1502	12546256	0.717391	0.0111089	0.0160314	-0.159298
P1506	12561059	0.163043	0.0184871	0.00670095	0.440733
P1509	12562408	0.336957	0.01644	0.00339974	0.684456
P1510	12562480	0.0869565	0.0854859	0.000215269	2.59891
P1513	12564292	0.358696	0.0124196	0.00308495	0.604858
P1514	12564429	0.641304	0.00308495	0.0124196	-0.604858
P1517	12567444	0.75	0.000184071	0.0214529	-2.0665
P1519	12568317	0.402174	0.00984564	0.0125809	-0.106469
P1520	12568903	0.0652174	0.122985	0.0103036	1.07687
P1521	12569205	0.23913	0.0273947	0.0235042	0.0665203
P1523	12572088	0.152174	0.143955	0.0310033	0.666819
P1525	12578424	0.282609	0.0861059	0.0384906	0.349678
P1526	12578443	0.717391	0.0384906	0.0861059	-0.349678
P1527	12578683	0.282609	0.0861059	0.0384906	0.349678
P1535	12593645	0.51087	0.0313853	0.0940974	-0.476851
P1537	12598177	0.858696	0.0468374	0.187232	-0.601787
P1541	12601013	0.826087	0.0489034	0.164976	-0.528081
P1543	12601999	0.25	0.13362	0.0772217	0.238132
P1551	12606015	0.793478	0.112122	0.142289	-0.103481
P1558	12612438	0.206522	0.152378	0.125413	0.0845775
P1574	12625491	0.73913	0.0982516	0.109813	-0.0483142
P1575	12625997	0.836957	0.0646061	0.148496	-0.361442
P1577	12627704	0.945652	0.0261414	0.267348	-1.00975
P1583	12635743	0.076087	0.180736	0.0464219	0.590321
P1587	12644323	0.434783	0.0546126	0.0641247	-0.069732
P1589	12644583	0.076087	0.180736	0.0447317	0.606429
P1598	12651822	0.369565	0.101953	0.0534244	0.280659
P1599	12652001	0.543478	0.0338549	0.232536	-0.836868
P1602	12652436	0.391304	0.250608	0.0110176	1.35691
P1617	12677035	0.326087	0.213862	0.172936	0.092247
P1623	12681390	0.0543478	0.0702624	0.184976	-0.420393
P1627	12684532	0.945652	0.183762	0.029622	0.792641
P1629	12686386	0.0543478	0.029622	0.183762	-0.792641
P1631	12686700	0.0543478	0.029622	0.183762	-0.792641
P1632	12686978	0.0543478	0.029622	0.183762	-0.792641
P1638	12693172	0.0652174	0.189686	0.209657	-0.0434721
P1672	12727616	0.173913	0.263381	0.219472	0.0792048
P1673	12728266	0.076087	0.331683	0.127382	0.415616
P1674	12730378	0.130435	0.247797	0.106953	0.364902
P1682	12741369	0.73913	0.123857	0.0086627	1.15527
P1685	12743932	0.152174	0.272625	0.0126512	1.33343
